offenseTeam,Drive,Kicker_Pts,TwoPointConv,Week,gameid,CompletePass_rolling5,Drive_rolling5,ExPointBad_rolling5,ExPointGood_rolling5,FG_30_rolling5,FG_40_rolling5,FG_50_rolling5,FG_range_rolling5,FieldGoalBad_rolling5,FieldGoalGood_rolling5,IncompletePass_rolling5,Kicker_Pts_rolling5,PointsScored_rolling5,Punt_rolling5,QB Kneel_rolling5,RedZone_rolling5,Touchdown_rolling5,TwoPointConv_rolling5,TwoPointGood_rolling5,Week_rolling5,Yards.Gained_rolling5,gameid_rolling5,FG_range_per_drive,RZ_per_drive,DEF_Drive,DEF_Kicker_Pts,DEF_Week,DEF_gameid,DEF_CompletePass_rolling5,DEF_Drive_rolling5,DEF_ExPointBad_rolling5,DEF_ExPointGood_rolling5,DEF_FG_30_rolling5,DEF_FG_40_rolling5,DEF_FG_50_rolling5,DEF_FG_range_rolling5,DEF_FieldGoalBad_rolling5,DEF_FieldGoalGood_rolling5,DEF_IncompletePass_rolling5,DEF_Kicker_Pts_rolling5,DEF_PointsScored_rolling5,DEF_Punt_rolling5,DEF_QB Kneel_rolling5,DEF_RedZone_rolling5,DEF_Touchdown_rolling5,DEF_TwoPointConv_rolling5,DEF_TwoPointGood_rolling5,DEF_Week_rolling5,DEF_Yards.Gained_rolling5,DEF_gameid_rolling5,DEF_FG_range_per_drive,DEF_RZ_per_drive,defenseTeam,Season
DAL-2009110811,22,8,0,8,2009110811,0,23,0,2,1,1,0,9,0,1,14,10,23,4,1,4,2,0,0,5,492,2009104987,0.391304347826087,0.17391304347826086,22.0,8.0,8.0,2009110811.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,17.0,6.0,18.0,5.0,1.0,4.0,2.0,0.0,0.0,6.0,494.0,2009105287.0,0.4166666666666667,0.16666666666666666,PHI,2009
DEN-2009110900,22,4,0,8,2009110900,0,22,0,1,0,0,0,10,0,1,13,7,17,6,0,5,2,0,0,5,443,2009104884,0.45454545454545453,0.22727272727272727,22.0,4.0,8.0,2009110900.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,16.0,5.0,18.0,5.0,0.0,3.0,2.0,0.0,0.0,5.0,454.0,2009103344.0,0.42857142857142855,0.14285714285714285,PIT,2009
DET-2009110808,26,18,0,8,2009110808,0,22,0,1,0,1,0,10,0,1,17,7,14,4,0,5,1,0,0,5,461,2009104843,0.45454545454545453,0.22727272727272727,26.0,18.0,8.0,2009110808.0,0.0,23.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,14.0,9.0,24.0,4.0,0.0,4.0,3.0,0.0,0.0,5.0,435.0,2009104846.0,0.34782608695652173,0.17391304347826086,SEA,2009
GB-2009110806,29,4,0,8,2009110806,0,23,0,2,1,0,0,9,0,1,12,9,27,3,0,5,3,0,0,5,570,2009105142,0.391304347826087,0.21739130434782608,29.0,4.0,8.0,2009110806.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0,6.0,30.0,5.0,1.0,3.0,4.0,0.0,0.0,5.0,450.0,2009103326.0,0.375,0.125,TB,2009
HOU-2009110803,21,11,0,8,2009110803,0,23,0,2,0,0,0,9,0,1,11,9,25,4,1,4,3,0,0,6,503,2009105263,0.391304347826087,0.17391304347826086,21.0,11.0,8.0,2009110803.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,13.0,7.0,13.0,5.0,0.0,5.0,1.0,0.0,0.0,5.0,440.0,2009104985.0,0.47619047619047616,0.23809523809523808,IND,2009
IND-2009110803,20,8,0,8,2009110803,0,21,0,3,1,0,0,8,0,1,14,8,27,4,0,4,3,0,0,5,469,2009104985,0.38095238095238093,0.19047619047619047,20.0,8.0,8.0,2009110803.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,13.0,5.0,17.0,5.0,0.0,5.0,2.0,0.0,0.0,6.0,495.0,2009105263.0,0.4090909090909091,0.22727272727272727,HOU,2009
JAC-2009110804,23,11,0,8,2009110804,0,22,0,2,0,0,0,9,0,1,13,9,21,5,1,5,2,0,0,5,509,2009104846,0.4090909090909091,0.22727272727272727,23.0,11.0,8.0,2009110804.0,0.0,25.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,13.0,11.0,22.0,4.0,1.0,5.0,2.0,0.0,0.0,5.0,492.0,2009103324.0,0.36,0.2,KC,2009
KC-2009110804,22,13,1,8,2009110804,0,24,0,1,1,1,0,9,0,1,18,10,16,7,0,4,1,0,0,5,410,2009103324,0.375,0.16666666666666666,22.0,13.0,8.0,2009110804.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,13.0,10.0,23.0,5.0,1.0,4.0,2.0,0.0,0.0,5.0,450.0,2009104846.0,0.4090909090909091,0.18181818181818182,JAC,2009
MIA-2009110805,20,7,0,8,2009110805,0,24,0,3,0,0,0,9,0,1,13,7,30,5,0,5,4,0,0,5,436,2009105006,0.375,0.20833333333333334,20.0,7.0,8.0,2009110805.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,17.0,4.0,14.0,5.0,0.0,6.0,1.0,0.0,0.0,5.0,431.0,2009103327.0,0.43478260869565216,0.2608695652173913,NE,2009
NE-2009110805,19,14,1,8,2009110805,0,22,0,3,1,0,0,9,0,1,12,10,32,3,1,3,4,0,0,5,507,2009103327,0.4090909090909091,0.13636363636363635,19.0,14.0,8.0,2009110805.0,0.0,23.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,2.0,15.0,11.0,29.0,4.0,0.0,4.0,3.0,0.0,0.0,5.0,500.0,2009105006.0,0.391304347826087,0.17391304347826086,MIA,2009
NO-2009110807,23,12,0,8,2009110807,0,25,0,3,1,0,0,10,0,1,11,8,32,3,0,5,4,0,0,5,542,2009105146,0.4,0.2,23.0,12.0,8.0,2009110807.0,0.0,23.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,11.0,6.0,20.0,4.0,1.0,5.0,2.0,0.0,0.0,6.0,395.0,2009105266.0,0.391304347826087,0.21739130434782608,CAR,2009
NYG-2009110809,22,8,0,8,2009110809,0,24,0,2,1,0,0,9,0,1,15,9,25,4,0,4,2,0,0,6,493,2009105268,0.375,0.16666666666666666,22.0,8.0,8.0,2009110809.0,0.0,21.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,11.0,9.0,24.0,4.0,0.0,2.0,2.0,0.0,0.0,5.0,460.0,2009105146.0,0.38095238095238093,0.09523809523809523,SD,2009
PHI-2009110811,21,14,0,8,2009110811,0,24,0,2,0,2,0,9,0,2,12,12,23,5,1,4,2,0,0,6,418,2009105287,0.375,0.16666666666666666,21.0,14.0,8.0,2009110811.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,16.0,8.0,21.0,5.0,0.0,6.0,2.0,0.0,0.0,5.0,458.0,2009104987.0,0.43478260869565216,0.2608695652173913,DAL,2009
PIT-2009110900,23,3,0,8,2009110900,0,21,0,3,0,0,0,9,0,1,9,6,29,3,2,4,3,0,0,5,518,2009103344,0.42857142857142855,0.19047619047619047,23.0,3.0,8.0,2009110900.0,0.0,21.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,1.0,12.0,10.0,21.0,4.0,0.0,4.0,2.0,0.0,0.0,5.0,457.0,2009104884.0,0.42857142857142855,0.19047619047619047,DEN,2009
SD-2009110809,21,3,0,8,2009110809,0,21,0,2,1,0,0,8,0,1,13,10,24,4,1,4,3,0,0,5,433,2009105146,0.38095238095238093,0.19047619047619047,21.0,3.0,8.0,2009110809.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,5.0,29.0,5.0,0.0,4.0,4.0,0.0,0.0,6.0,437.0,2009105268.0,0.375,0.16666666666666666,NYG,2009
SEA-2009110808,24,13,1,8,2009110808,0,23,0,1,1,0,0,10,0,1,16,7,20,5,0,5,2,0,0,5,431,2009104846,0.43478260869565216,0.21739130434782608,24.0,13.0,8.0,2009110808.0,0.0,22.0,0.0,3.0,1.0,0.0,0.0,7.0,0.0,2.0,12.0,10.0,30.0,3.0,1.0,2.0,3.0,0.0,0.0,5.0,488.0,2009104843.0,0.3181818181818182,0.09090909090909091,DET,2009
SF-2009110810,23,10,0,8,2009110810,0,23,0,2,0,0,0,10,0,0,15,5,19,5,0,4,2,0,0,5,451,2009104987,0.43478260869565216,0.17391304347826086,23.0,10.0,8.0,2009110810.0,0.0,23.0,0.0,4.0,1.0,0.0,0.0,8.0,0.0,1.0,12.0,11.0,34.0,3.0,1.0,3.0,4.0,0.0,0.0,5.0,545.0,2009104849.0,0.34782608695652173,0.13043478260869565,TEN,2009
TB-2009110806,27,8,2,8,2009110806,0,24,0,1,0,0,0,10,0,0,16,6,16,5,0,5,2,0,0,5,406,2009103326,0.4166666666666667,0.20833333333333334,27.0,8.0,8.0,2009110806.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,4.0,19.0,4.0,0.0,3.0,2.0,0.0,0.0,5.0,378.0,2009105142.0,0.3181818181818182,0.13636363636363635,GB,2009
TEN-2009110810,24,9,0,8,2009110810,0,24,0,1,0,1,0,10,0,1,12,7,17,4,1,6,1,0,0,5,418,2009104849,0.4166666666666667,0.25,24.0,9.0,8.0,2009110810.0,0.0,24.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,11.0,9.0,26.0,5.0,1.0,5.0,3.0,0.0,0.0,5.0,458.0,2009104987.0,0.4166666666666667,0.20833333333333334,SF,2009
WAS-2009110800,17,6,0,8,2009110800,0,22,0,1,0,0,0,9,0,1,11,5,17,5,0,5,2,0,0,5,380,2009103343,0.4090909090909091,0.22727272727272727,17.0,6.0,8.0,2009110800.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,13.0,7.0,22.0,3.0,0.0,5.0,2.0,0.0,0.0,6.0,453.0,2009105285.0,0.4090909090909091,0.22727272727272727,ATL,2009
ARI-2009111509,27,7,0,9,2009111509,0,25,0,3,1,0,0,9,0,1,13,7,30,5,1,5,3,0,0,7,497,2009107348,0.36,0.2,27.0,7.0,9.0,2009111509.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,13.0,9.0,24.0,5.0,0.0,5.0,3.0,0.0,0.0,6.0,462.0,2009107068.0,0.375,0.20833333333333334,SEA,2009
ATL-2009111500,20,10,1,9,2009111500,0,21,0,2,1,0,0,8,0,1,16,7,25,3,0,4,3,0,0,7,479,2009107364,0.38095238095238093,0.19047619047619047,20.0,10.0,9.0,2009111500.0,0.0,23.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,13.0,7.0,20.0,4.0,1.0,5.0,2.0,0.0,0.0,7.0,431.0,2009107346.0,0.391304347826087,0.21739130434782608,CAR,2009
BAL-2009111600,23,8,0,9,2009111600,0,22,0,2,1,0,0,9,0,1,10,7,18,5,0,4,2,0,0,6,431,2009107081,0.4090909090909091,0.18181818181818182,23.0,8.0,9.0,2009111600.0,0.0,23.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,11.0,8.0,20.0,4.0,1.0,4.0,2.0,0.0,0.0,6.0,444.0,2009105421.0,0.391304347826087,0.17391304347826086,CLE,2009
BUF-2009111506,22,5,0,9,2009111506,0,25,0,1,1,0,0,9,0,1,13,7,15,6,0,4,1,0,0,6,403,2009105405,0.36,0.16,22.0,5.0,9.0,2009111506.0,0.0,22.0,0.0,3.0,1.0,0.0,0.0,9.0,0.0,1.0,13.0,7.0,33.0,4.0,0.0,3.0,4.0,0.0,0.0,6.0,543.0,2009107069.0,0.4090909090909091,0.13636363636363635,TEN,2009
CAR-2009111500,21,9,0,9,2009111500,0,23,0,2,1,0,0,9,0,0,11,8,24,4,0,5,3,0,0,7,444,2009107346,0.391304347826087,0.21739130434782608,21.0,9.0,9.0,2009111500.0,0.0,21.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,7.0,26.0,3.0,1.0,5.0,3.0,0.0,0.0,7.0,456.0,2009107364.0,0.38095238095238093,0.23809523809523808,ATL,2009
CHI-2009111200,22,12,0,9,2009111200,0,22,0,1,1,0,0,9,0,1,17,7,14,4,0,3,1,0,0,7,480,2009107283,0.4090909090909091,0.13636363636363635,22.0,12.0,9.0,2009111200.0,0.0,23.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,14.0,11.0,25.0,5.0,1.0,5.0,2.0,0.0,0.0,6.0,468.0,2009107145.0,0.391304347826087,0.21739130434782608,SF,2009
CIN-2009111504,23,18,1,9,2009111504,0,21,0,2,1,0,0,9,0,1,11,10,24,4,1,4,2,0,0,6,461,2009105541,0.42857142857142855,0.19047619047619047,23.0,18.0,9.0,2009111504.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,15.0,8.0,16.0,5.0,1.0,3.0,1.0,0.0,0.0,6.0,456.0,2009105563.0,0.4090909090909091,0.13636363636363635,PIT,2009
CLE-2009111600,24,0,0,9,2009111600,0,23,0,0,0,0,0,9,0,0,16,2,8,6,0,4,1,0,0,6,308,2009105421,0.391304347826087,0.17391304347826086,24.0,0.0,9.0,2009111600.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0,14.0,6.0,17.0,6.0,0.0,6.0,2.0,0.0,0.0,6.0,406.0,2009107081.0,0.5,0.2727272727272727,BAL,2009
DAL-2009111510,22,4,0,9,2009111510,0,23,0,2,1,0,0,9,0,1,14,9,22,4,1,4,2,0,0,6,488,2009107207,0.391304347826087,0.17391304347826086,22.0,4.0,9.0,2009111510.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,16.0,4.0,14.0,5.0,0.0,3.0,1.0,0.0,0.0,7.0,384.0,2009107344.0,0.30434782608695654,0.13043478260869565,GB,2009
DEN-2009111507,22,5,0,9,2009111507,0,22,0,1,0,0,0,10,0,1,14,7,17,5,0,4,2,0,0,6,441,2009107103,0.45454545454545453,0.18181818181818182,22.0,5.0,9.0,2009111507.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,11.0,8.0,18.0,5.0,2.0,3.0,1.0,0.0,0.0,6.0,384.0,2009105563.0,0.36363636363636365,0.13636363636363635,WAS,2009
DET-2009111502,26,8,0,9,2009111502,0,22,0,0,0,1,0,10,0,1,18,7,11,4,0,5,1,0,0,6,423,2009107063,0.45454545454545453,0.22727272727272727,26.0,8.0,9.0,2009111502.0,0.0,23.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,15.0,8.0,20.0,5.0,0.0,5.0,2.0,0.0,0.0,6.0,520.0,2009105404.0,0.43478260869565216,0.21739130434782608,MIN,2009
GB-2009111510,23,11,0,9,2009111510,0,23,0,2,1,0,0,9,0,1,12,11,28,4,0,5,3,0,0,7,524,2009107344,0.391304347826087,0.21739130434782608,23.0,11.0,9.0,2009111510.0,0.0,22.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,1.0,17.0,9.0,21.0,5.0,0.0,6.0,2.0,0.0,0.0,6.0,447.0,2009107207.0,0.45454545454545453,0.2727272727272727,DAL,2009
IND-2009111512,28,5,0,9,2009111512,0,23,0,3,1,0,0,9,0,1,15,7,27,5,0,5,3,0,0,6,499,2009107207,0.391304347826087,0.21739130434782608,28.0,5.0,9.0,2009111512.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,17.0,5.0,18.0,6.0,0.0,6.0,2.0,0.0,0.0,6.0,454.0,2009105548.0,0.4583333333333333,0.25,NE,2009
JAC-2009111503,21,10,0,9,2009111503,0,22,0,1,0,0,0,10,0,0,13,6,19,5,1,5,2,0,0,6,495,2009107065,0.45454545454545453,0.22727272727272727,21.0,10.0,9.0,2009111503.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,12.0,7.0,18.0,5.0,1.0,5.0,2.0,0.0,0.0,6.0,421.0,2009105425.0,0.391304347826087,0.21739130434782608,NYJ,2009
KC-2009111508,32,21,0,9,2009111508,0,26,0,1,1,1,0,10,0,2,18,13,16,6,0,4,1,0,0,6,420,2009105545,0.38461538461538464,0.15384615384615385,32.0,21.0,9.0,2009111508.0,0.0,25.0,0.0,2.0,1.0,1.0,0.0,10.0,0.0,2.0,14.0,14.0,26.0,4.0,1.0,5.0,2.0,0.0,0.0,6.0,426.0,2009105407.0,0.4,0.2,OAK,2009
MIA-2009111501,28,15,0,9,2009111501,0,25,0,2,1,0,0,10,0,1,14,9,29,5,0,5,3,0,0,6,445,2009107224,0.4,0.2,28.0,15.0,9.0,2009111501.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,12.0,8.0,31.0,5.0,0.0,4.0,4.0,0.0,0.0,6.0,480.0,2009105545.0,0.36,0.16,TB,2009
MIN-2009111502,27,9,0,9,2009111502,0,23,0,3,1,0,0,9,0,1,11,9,31,4,1,3,3,0,0,6,528,2009105404,0.391304347826087,0.13043478260869565,27.0,9.0,9.0,2009111502.0,0.0,22.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,2.0,12.0,9.0,25.0,3.0,2.0,3.0,2.0,0.0,0.0,6.0,516.0,2009107063.0,0.36363636363636365,0.13636363636363635,DET,2009
NE-2009111512,29,10,0,9,2009111512,0,24,0,3,1,0,0,9,0,1,12,10,33,3,1,3,4,0,0,6,531,2009105548,0.375,0.125,29.0,10.0,9.0,2009111512.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,13.0,8.0,17.0,5.0,0.0,5.0,1.0,0.0,0.0,6.0,464.0,2009107207.0,0.43478260869565216,0.21739130434782608,IND,2009
NO-2009111505,21,4,0,9,2009111505,0,24,0,4,0,0,0,9,0,1,10,8,35,3,0,4,4,0,0,7,581,2009107365,0.375,0.16666666666666666,21.0,4.0,9.0,2009111505.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,5.0,26.0,4.0,0.0,5.0,3.0,0.0,0.0,6.0,497.0,2009105404.0,0.45,0.25,STL,2009
NYJ-2009111503,20,11,1,9,2009111503,0,23,0,2,1,1,0,9,0,2,15,10,27,4,0,4,3,0,0,6,459,2009105425,0.391304347826087,0.17391304347826086,20.0,11.0,9.0,2009111503.0,0.0,21.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,2.0,12.0,11.0,24.0,4.0,1.0,3.0,2.0,0.0,0.0,6.0,429.0,2009107065.0,0.38095238095238093,0.14285714285714285,JAC,2009
OAK-2009111508,31,14,0,9,2009111508,0,24,0,0,0,1,0,11,0,1,12,7,9,6,0,6,0,0,0,6,372,2009105407,0.4583333333333333,0.25,31.0,14.0,9.0,2009111508.0,0.0,26.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,1.0,13.0,12.0,19.0,6.0,1.0,6.0,2.0,0.0,0.0,6.0,493.0,2009105545.0,0.38461538461538464,0.23076923076923078,KC,2009
PHI-2009111511,20,11,0,9,2009111511,0,23,0,1,1,1,0,9,0,2,15,13,21,5,1,4,2,0,0,7,467,2009107368,0.391304347826087,0.17391304347826086,20.0,11.0,9.0,2009111511.0,0.0,21.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,2.0,13.0,10.0,21.0,4.0,0.0,2.0,2.0,0.0,0.0,7.0,473.0,2009107366.0,0.38095238095238093,0.09523809523809523,SD,2009
PIT-2009111504,22,12,0,9,2009111504,0,22,0,2,1,0,0,8,0,1,12,7,23,4,1,3,2,0,0,6,475,2009105563,0.36363636363636365,0.13636363636363635,22.0,12.0,9.0,2009111504.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,14.0,5.0,12.0,4.0,0.0,2.0,1.0,0.0,0.0,6.0,418.0,2009105541.0,0.4090909090909091,0.09090909090909091,CIN,2009
SD-2009111511,19,7,0,9,2009111511,0,21,0,2,1,0,0,8,0,1,11,10,25,3,1,3,3,0,0,7,443,2009107366,0.38095238095238093,0.14285714285714285,19.0,7.0,9.0,2009111511.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,13.0,7.0,20.0,5.0,1.0,4.0,2.0,0.0,0.0,7.0,494.0,2009107368.0,0.391304347826087,0.17391304347826086,PHI,2009
SEA-2009111509,26,8,0,9,2009111509,0,24,0,1,1,0,0,10,0,2,19,8,21,5,0,6,2,0,0,6,453,2009107068,0.4166666666666667,0.25,26.0,8.0,9.0,2009111509.0,0.0,26.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,1.0,19.0,6.0,17.0,6.0,0.0,7.0,2.0,0.0,0.0,7.0,461.0,2009107348.0,0.4230769230769231,0.2692307692307692,ARI,2009
SF-2009111200,21,7,0,9,2009111200,0,23,0,2,0,0,0,10,0,0,15,6,17,5,0,5,2,0,0,6,451,2009107145,0.43478260869565216,0.21739130434782608,21.0,7.0,9.0,2009111200.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,6.0,25.0,4.0,0.0,4.0,3.0,0.0,0.0,7.0,440.0,2009107283.0,0.36363636363636365,0.18181818181818182,CHI,2009
STL-2009111505,22,5,1,9,2009111505,0,20,0,1,0,0,0,9,0,1,14,6,16,4,0,4,1,0,0,6,479,2009105404,0.45,0.2,22.0,5.0,9.0,2009111505.0,0.0,24.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,17.0,10.0,30.0,4.0,0.0,4.0,3.0,0.0,0.0,7.0,543.0,2009107365.0,0.4166666666666667,0.16666666666666666,NO,2009
TB-2009111501,29,21,0,9,2009111501,0,25,0,1,0,0,0,10,0,0,17,7,18,5,0,5,2,0,0,6,440,2009105545,0.4,0.2,29.0,21.0,9.0,2009111501.0,0.0,24.0,0.0,2.0,1.0,1.0,0.0,10.0,0.0,2.0,15.0,13.0,31.0,4.0,0.0,4.0,3.0,0.0,0.0,6.0,517.0,2009107224.0,0.4166666666666667,0.16666666666666666,MIA,2009
TEN-2009111506,20,16,0,9,2009111506,0,23,0,1,0,1,0,9,0,2,10,10,19,4,1,4,2,0,0,6,430,2009107069,0.391304347826087,0.17391304347826086,20.0,16.0,9.0,2009111506.0,0.0,24.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,14.0,10.0,16.0,4.0,0.0,5.0,1.0,0.0,0.0,6.0,460.0,2009105405.0,0.4166666666666667,0.20833333333333334,BUF,2009
WAS-2009111507,21,9,0,9,2009111507,0,21,0,1,0,0,0,8,0,1,10,6,19,5,0,5,2,0,0,6,404,2009105563,0.38095238095238093,0.23809523809523808,21.0,9.0,9.0,2009111507.0,0.0,21.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,10.0,11.0,24.0,4.0,0.0,4.0,2.0,0.0,0.0,6.0,462.0,2009107103.0,0.38095238095238093,0.19047619047619047,DEN,2009
ARI-2009112209,23,3,0,10,2009112209,0,25,0,3,0,0,0,10,0,0,13,6,28,5,1,6,3,0,0,8,529,2009109428,0.4,0.24,23.0,3.0,10.0,2009112209.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,13.0,4.0,24.0,4.0,0.0,5.0,3.0,0.0,0.0,7.0,530.0,2009107625.0,0.42857142857142855,0.23809523809523808,STL,2009
ATL-2009112207,19,10,0,10,2009112207,0,20,0,2,1,0,0,8,0,1,18,9,27,3,0,3,3,0,0,8,486,2009109443,0.4,0.15,19.0,10.0,10.0,2009112207.0,0.0,23.0,0.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,13.0,7.0,34.0,4.0,1.0,2.0,4.0,0.0,0.0,7.0,473.0,2009107488.0,0.34782608695652173,0.08695652173913043,NYG,2009
BAL-2009112200,18,20,0,10,2009112200,0,22,0,1,1,1,0,9,0,2,10,11,19,5,0,4,2,0,0,7,444,2009109301,0.4090909090909091,0.18181818181818182,18.0,20.0,10.0,2009112200.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,2.0,11.0,10.0,18.0,4.0,0.0,4.0,1.0,0.0,0.0,8.0,488.0,2009109425.0,0.45454545454545453,0.18181818181818182,IND,2009
BUF-2009112204,21,9,1,10,2009112204,0,24,0,1,1,0,0,9,0,2,13,8,18,6,0,4,1,0,0,7,449,2009107625,0.375,0.16666666666666666,21.0,9.0,10.0,2009112204.0,0.0,21.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,12.0,11.0,20.0,4.0,0.0,4.0,1.0,0.0,0.0,7.0,448.0,2009109284.0,0.42857142857142855,0.19047619047619047,JAC,2009
CAR-2009111900,23,10,1,10,2009111900,0,23,0,2,1,0,0,10,0,1,14,8,21,4,0,5,2,0,0,8,473,2009109364,0.43478260869565216,0.21739130434782608,23.0,10.0,10.0,2009111900.0,0.0,25.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,2.0,16.0,13.0,27.0,4.0,0.0,4.0,2.0,1.0,0.0,8.0,540.0,2009109364.0,0.4,0.16,MIA,2009
CHI-2009112213,26,18,1,10,2009112213,0,23,0,1,1,1,0,9,0,2,17,10,16,4,0,3,1,0,0,8,486,2009109363,0.391304347826087,0.13043478260869565,26.0,18.0,10.0,2009112213.0,0.0,23.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,1.0,15.0,9.0,22.0,5.0,0.0,3.0,2.0,0.0,0.0,8.0,515.0,2009109449.0,0.34782608695652173,0.13043478260869565,PHI,2009
CIN-2009112212,24,8,0,10,2009112212,0,22,0,2,1,0,0,9,0,1,10,10,22,4,1,3,2,0,0,7,456,2009107763,0.4090909090909091,0.13636363636363635,24.0,8.0,10.0,2009112212.0,0.0,25.0,0.0,2.0,1.0,1.0,0.0,10.0,1.0,1.0,14.0,13.0,20.0,4.0,1.0,5.0,2.0,0.0,0.0,7.0,415.0,2009107628.0,0.4,0.2,OAK,2009
CLE-2009112202,24,10,1,10,2009112202,0,23,0,1,0,0,0,9,0,0,16,3,14,6,0,4,1,0,0,7,363,2009107642,0.391304347826087,0.17391304347826086,24.0,10.0,10.0,2009112202.0,0.0,23.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,2.0,13.0,10.0,26.0,4.0,1.0,3.0,2.0,0.0,0.0,7.0,522.0,2009109283.0,0.34782608695652173,0.13043478260869565,DET,2009
DAL-2009112201,21,5,0,10,2009112201,0,22,0,2,1,0,0,8,0,1,14,8,19,4,1,4,2,0,0,8,434,2009109426,0.36363636363636365,0.18181818181818182,21.0,5.0,10.0,2009112201.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,12.0,8.0,16.0,5.0,1.0,3.0,1.0,0.0,0.0,7.0,390.0,2009107783.0,0.36363636363636365,0.13636363636363635,WAS,2009
DEN-2009112210,22,3,0,10,2009112210,0,21,0,1,0,0,0,10,0,1,15,5,13,5,0,4,1,0,0,7,418,2009109323,0.47619047619047616,0.19047619047619047,22.0,3.0,10.0,2009112210.0,0.0,21.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,14.0,7.0,15.0,4.0,0.0,4.0,1.0,0.0,0.0,8.0,431.0,2009109428.0,0.42857142857142855,0.19047619047619047,SD,2009
DET-2009112202,25,8,0,10,2009112202,0,23,0,1,0,0,0,10,0,0,18,6,16,4,0,5,2,0,0,7,450,2009109283,0.43478260869565216,0.21739130434782608,25.0,8.0,10.0,2009112202.0,0.0,23.0,0.0,3.0,1.0,0.0,0.0,9.0,0.0,1.0,11.0,9.0,27.0,3.0,1.0,4.0,3.0,0.0,0.0,7.0,506.0,2009107642.0,0.391304347826087,0.17391304347826086,CLE,2009
